post_created,post_text,user_id,mh_category,mh_confidence,mh_matched_keywords,subject_category,subject_confidence,subject_details,sentiment,date,year,month,day,hour,weekday,cleaned_text,tokens,processed_text,sentiment_category,sentiment_label,sentiment_score
2021-06-22 03:09:31+00:00,Ketua Satgas Covid-19 Letjen Ganip Warsito tanggapi usulan hingga petisi agar dilakukan lockdown lantaran mengingatkan kondisi kasus Covid-19 yang melonjak. #Lockdown #PPKM #LonjakanKasusCovid19 https://t.co/CkHDgWjdVD,detikcom,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-06-22,2021,6,22,3,1,ketua satgas covid letjen ganip warsito tanggapi usulan hingga petisi agar dilakukan lockdown lantaran mengingatkan kondisi kasus covid yang melonjak lockdown ppkm lonjakankasuscovid,"['ketua', 'satgas', 'covid', 'letjen', 'ganip', 'warsito', 'tanggapi', 'usulan', 'hingga', 'petisi', 'agar', 'dilakukan', 'lockdown', 'lantaran', 'mengingatkan', 'kondisi', 'kasus', 'covid', 'yang', 'melonjak', 'lockdown', 'ppkm', 'lonjakankasuscovid']",ketua satgas covid letjen ganip warsito tanggapi usulan hingga petisi agar dilakukan lockdown lantaran mengingatkan kondisi kasus covid yang melonjak lockdown ppkm lonjakankasuscovid,Positif,positive,1.0
2021-04-15 08:17:35+00:00,"Rapat Koordinasi terkait Asistensi RAB PPKM Mikro di Aula DPMD.
#ppkm https://t.co/Hyurwzuvtl",Ilham_PDTI,therapy,medium,,DEWASA,MEDIUM,"Indicators: rapat,dinas",1,2021-04-15,2021,4,15,8,3,rapat koordinasi terkait asistensi rab ppkm mikro di aula dpmd ppkm,"['rapat', 'koordinasi', 'terkait', 'asistensi', 'rab', 'ppkm', 'mikro', 'aula', 'dpmd', 'ppkm']",rapat koordinasi terkait asistensi rab ppkm mikro aula dpmd ppkm,Positif,positive,1.0
2021-07-31 09:35:15+00:00,@alhenantares buat @AnakanakSTM  kalau di perpanjang lagi #ppkm nya kalian keluar dong bantuin kakak² ok yeee,PKejutan,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",2,2021-07-31,2021,7,31,9,5,buat kalau di perpanjang lagi ppkm nya kalian keluar dong bantuin kakak ok yeee,"['buat', 'kalau', 'perpanjang', 'lagi', 'ppkm', 'nya', 'kalian', 'keluar', 'dong', 'bantuin', 'kakak', 'yeee']",buat kalau perpanjang lagi ppkm nya kalian keluar dong bantuin kakak yeee,Negatif,negative,1.0
2021-07-19 09:33:08+00:00,"Juru Bicara Vaksinasi Kemenkes, Siti Nadia Tarmizi : Pandemi ini urusan bangsa bukan Pemerintah. Eksistensi di Internasional jgn sampai jadi negara masuk kriterial travel band. 
#PPKM #PPKMdarurat #Kemenkes",alineadotid,therapy,medium,,DEWASA,HIGH,"Indicators: pemerintah,negara,vaksinasi",1,2021-07-19,2021,7,19,9,0,juru bicara vaksinasi kemenkes siti nadia tarmizi pandemi ini urusan bangsa bukan pemerintah eksistensi di internasional jgn sampai jadi negara masuk kriterial travel band ppkm ppkmdarurat kemenkes,"['juru', 'bicara', 'vaksinasi', 'kemenkes', 'siti', 'nadia', 'tarmizi', 'pandemi', 'ini', 'urusan', 'bangsa', 'bukan', 'pemerintah', 'eksistensi', 'internasional', 'jgn', 'sampai', 'jadi', 'negara', 'masuk', 'kriterial', 'travel', 'band', 'ppkm', 'ppkmdarurat', 'kemenkes']",juru bicara vaksinasi kemenkes siti nadia tarmizi pandemi ini urusan bangsa bukan pemerintah eksistensi internasional jgn sampai jadi negara masuk kriterial travel band ppkm ppkmdarurat kemenkes,Positif,positive,1.0
2021-07-26 05:04:14+00:00,"@pnc_poldakalbar
@humaspolrestapontianak
@binmaspolrestaptkkota @ditbinmas_poldakalbar
#binmaspncpoldakalbar
#binmas_polri
#BidBinmas_PoldaKalbar
#humaspolri
#humaspoldakalbar
#poldakalbar
#humaspolrestapontianak
#ppkm 
#ppkmdarurat https://t.co/ZqL44frMVH",BinmasRestaPtk,depression,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-26,2021,7,26,5,0,binmaspncpoldakalbar binmaspolri bidbinmaspoldakalbar humaspolri humaspoldakalbar poldakalbar humaspolrestapontianak ppkm ppkmdarurat,"['binmaspncpoldakalbar', 'binmaspolri', 'bidbinmaspoldakalbar', 'humaspolri', 'humaspoldakalbar', 'poldakalbar', 'humaspolrestapontianak', 'ppkm', 'ppkmdarurat']",binmaspncpoldakalbar binmaspolri bidbinmaspoldakalbar humaspolri humaspoldakalbar poldakalbar humaspolrestapontianak ppkm ppkmdarurat,Positif,positive,1.0
2021-07-05 11:42:26+00:00,"Siraman ball crewneck nih Guys 
.. save the date ya !!
#thrift #jogja #jakarta #bandung #bali #thrifting #ppkm https://t.co/FT3Uh6oCcO",Sarah_finaa,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",0,2021-07-05,2021,7,5,11,0,siraman ball crewneck nih guys save the date ya thrift jogja jakarta bandung bali thrifting ppkm,"['siraman', 'ball', 'crewneck', 'nih', 'guys', 'save', 'date', 'thrift', 'jogja', 'jakarta', 'bandung', 'bali', 'thrifting', 'ppkm']",siraman ball crewneck nih guys save date thrift jogja jakarta bandung bali thrifting ppkm,Netral,neutral,1.0
2021-10-24 07:27:38+00:00,"""Sepeda Orang"", that's the caption.
.
.
.
.
Saya baru sadar, saya tidak punya Sepeda 😊.
Tapi tidak apa2 yang penting masih bisa naik @CommuterLine lagi sama putri saya. #coronavirus
Please gone, #Jakarta goes to #level1 #ppkm #ppkmsuksesturunkancovid 
Amen. https://t.co/xKm2qjH5BM",rod_saban,depression,medium,sad,INDIVIDU_UMUM,LOW,"T:0, A:0",2,2021-10-24,2021,10,24,7,6,sepeda orang thats the caption saya baru sadar saya tidak punya sepeda tapi tidak apa yang penting masih bisa naik lagi sama putri saya coronavirus please gone jakarta goes to level ppkm ppkmsuksesturunkancovid amen,"['sepeda', 'orang', 'thats', 'caption', 'saya', 'baru', 'sadar', 'saya', 'tidak', 'punya', 'sepeda', 'tapi', 'tidak', 'apa', 'yang', 'penting', 'masih', 'bisa', 'naik', 'lagi', 'sama', 'putri', 'saya', 'coronavirus', 'please', 'gone', 'jakarta', 'goes', 'level', 'ppkm', 'ppkmsuksesturunkancovid', 'amen']",sepeda orang thats caption saya baru sadar saya tidak punya sepeda tapi tidak apa yang penting masih bisa naik lagi sama putri saya coronavirus please gone jakarta goes level ppkm ppkmsuksesturunkancovid amen,Negatif,negative,1.0
2021-07-27 13:09:14+00:00,ngopi 20 mnit aj #ppkm https://t.co/7PIMszFOy7,xserotoninpils,schizophrenia,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-27,2021,7,27,13,1,ngopi mnit aj ppkm,"['ngopi', 'mnit', 'ppkm']",ngopi mnit ppkm,Positif,positive,1.0
2021-07-27 06:40:50+00:00,"PPKM level 4 diperpanjang, sampai kapan? Nanti diperpanjang lagi pake istilah baru biar ga bosen, gitu?!!
Kenapa ngga hidup berdampingan aja sama covid!!?? 
Jadi gimana menurut kalian?

#ppkm
#macamppkm
#darura",Aryoman5,stress,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",2,2021-07-27,2021,7,27,6,1,ppkm level diperpanjang sampai kapan nanti diperpanjang lagi pake istilah baru biar ga bosen gitu kenapa ngga hidup berdampingan aja sama covid jadi gimana menurut kalian ppkm macamppkm darura,"['ppkm', 'level', 'diperpanjang', 'sampai', 'kapan', 'nanti', 'diperpanjang', 'lagi', 'pake', 'istilah', 'baru', 'biar', 'bosen', 'gitu', 'kenapa', 'ngga', 'hidup', 'berdampingan', 'aja', 'sama', 'covid', 'jadi', 'gimana', 'menurut', 'kalian', 'ppkm', 'macamppkm', 'darura']",ppkm level diperpanjang sampai kapan nanti diperpanjang lagi pake istilah baru biar bosen gitu kenapa ngga hidup berdampingan aja sama covid jadi gimana menurut kalian ppkm macamppkm darura,Negatif,negative,1.0
2021-07-18 09:21:30+00:00,"https://t.co/HSJRymP4f1
#satpolpp #mendagri #PPKM #PPKMDarurat #PpkmDiperpanjang #BeritaTerkini",tribunkaltim,schizophrenia,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-18,2021,7,18,9,6,satpolpp mendagri ppkm ppkmdarurat ppkmdiperpanjang beritaterkini,"['satpolpp', 'mendagri', 'ppkm', 'ppkmdarurat', 'ppkmdiperpanjang', 'beritaterkini']",satpolpp mendagri ppkm ppkmdarurat ppkmdiperpanjang beritaterkini,Positif,positive,1.0
2021-07-18 14:53:22+00:00,"Kopi dan cerita-cerita hangat bersama kawan selalu seperti candu. 

#ngopi #coffeetime #ppkm",Pang_Mahardhika,suicide,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",0,2021-07-18,2021,7,18,14,6,kopi dan ceritacerita hangat bersama kawan selalu seperti candu ngopi coffeetime ppkm,"['kopi', 'dan', 'ceritacerita', 'hangat', 'bersama', 'kawan', 'selalu', 'seperti', 'candu', 'ngopi', 'coffeetime', 'ppkm']",kopi dan ceritacerita hangat bersama kawan selalu seperti candu ngopi coffeetime ppkm,Netral,neutral,1.0
2021-07-12 08:32:33+00:00,"@Tokocrypto PPKM:
Punya
Penghasilan
Karena
Mining 

#tokocrypto #ppkm #TSS #tokocryptosantaisore",johnsonAZNverse,schizophrenia,medium,,DEWASA,MEDIUM,Indicators: toko,1,2021-07-12,2021,7,12,8,0,ppkm punya penghasilan karena mining tokocrypto ppkm tss tokocryptosantaisore,"['ppkm', 'punya', 'penghasilan', 'karena', 'mining', 'tokocrypto', 'ppkm', 'tss', 'tokocryptosantaisore']",ppkm punya penghasilan karena mining tokocrypto ppkm tss tokocryptosantaisore,Positif,positive,1.0
2021-07-06 22:35:35+00:00,"Ketua LMA Kab. Jayawijaya mendukung Instruksi Presiden RI menerapkan PPKM
#dukungPPKMDarurat #PPKM #Covid19 #patuhiPPKMDarurat https://t.co/gPRcs01Q59",kalalo_fitri,therapy,medium,,REMAJA,MEDIUM,Indicators: pr,1,2021-07-06,2021,7,6,22,1,ketua lma kab jayawijaya mendukung instruksi presiden ri menerapkan ppkm dukungppkmdarurat ppkm covid patuhippkmdarurat,"['ketua', 'lma', 'kab', 'jayawijaya', 'mendukung', 'instruksi', 'presiden', 'menerapkan', 'ppkm', 'dukungppkmdarurat', 'ppkm', 'covid', 'patuhippkmdarurat']",ketua lma kab jayawijaya mendukung instruksi presiden menerapkan ppkm dukungppkmdarurat ppkm covid patuhippkmdarurat,Positif,positive,1.0
2021-06-25 03:27:44+00:00,"Sobat Diskom ada informasi nih mengenai PPKM di Kabupaten Bekasi!

Apa saja sih yang diberlakukan pada saat PPKM berlaku? Yuk kita simak infografisnya Sobat!

Sumber: Intruksi Bupati Nomor 12 Tahun 2021

#bekasi2xtambahbaik
#kabupatenbekasi
#pemkabbekasi
#ppkmcegahpandemi 
#PPKM https://t.co/hQm4AnrBIA",diskomkabbekasi,ptsd,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-06-25,2021,6,25,3,4,sobat diskom ada informasi nih mengenai ppkm di kabupaten bekasi apa saja sih yang diberlakukan pada saat ppkm berlaku yuk kita simak infografisnya sobat sumber intruksi bupati nomor tahun bekasixtambahbaik kabupatenbekasi pemkabbekasi ppkmcegahpandemi ppkm,"['sobat', 'diskom', 'ada', 'informasi', 'nih', 'mengenai', 'ppkm', 'kabupaten', 'bekasi', 'apa', 'saja', 'sih', 'yang', 'diberlakukan', 'pada', 'saat', 'ppkm', 'berlaku', 'yuk', 'kita', 'simak', 'infografisnya', 'sobat', 'sumber', 'intruksi', 'bupati', 'nomor', 'tahun', 'bekasixtambahbaik', 'kabupatenbekasi', 'pemkabbekasi', 'ppkmcegahpandemi', 'ppkm']",sobat diskom ada informasi nih mengenai ppkm kabupaten bekasi apa saja sih yang diberlakukan pada saat ppkm berlaku yuk kita simak infografisnya sobat sumber intruksi bupati nomor tahun bekasixtambahbaik kabupatenbekasi pemkabbekasi ppkmcegahpandemi ppkm,Positif,positive,1.0
2021-09-07 00:06:27+00:00,"PPKM, Test Antigen Awak Logistik Gratis https://t.co/fORFgR3BEx #PPKM #berita #nusabali #pandemi #PelabuhanGilimanuk #RapidAntigen #Logistik",nusabalicom,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-09-07,2021,9,7,0,1,ppkm test antigen awak logistik gratis ppkm berita nusabali pandemi pelabuhangilimanuk rapidantigen logistik,"['ppkm', 'test', 'antigen', 'awak', 'logistik', 'gratis', 'ppkm', 'berita', 'nusabali', 'pandemi', 'pelabuhangilimanuk', 'rapidantigen', 'logistik']",ppkm test antigen awak logistik gratis ppkm berita nusabali pandemi pelabuhangilimanuk rapidantigen logistik,Positif,positive,1.0
2021-07-05 01:15:50+00:00,"Pernah Pacaran Kemudian Menghilang

PPKM = Ghosting 😂😂😂

#PPKMDaruratItuBaik 
#PPKM 
Kaesang 
#Cinta",MuchRobith,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-05,2021,7,5,1,0,pernah pacaran kemudian menghilang ppkm ghosting ppkmdaruratitubaik ppkm kaesang cinta,"['pernah', 'pacaran', 'kemudian', 'menghilang', 'ppkm', 'ghosting', 'ppkmdaruratitubaik', 'ppkm', 'kaesang', 'cinta']",pernah pacaran kemudian menghilang ppkm ghosting ppkmdaruratitubaik ppkm kaesang cinta,Positif,positive,1.0
2021-07-07 08:10:20+00:00,"Dilematis Pemerintah &amp; Wirausaha

Original Post @arilsatria @canoffee_coffee 

#roomsession #mediadigital #ppkm #covid #viral #fyp #news https://t.co/qwAKgbaXIC",JourneyOfKenyut,therapy,medium,,DEWASA,MEDIUM,Indicators: pemerintah,1,2021-07-07,2021,7,7,8,2,dilematis pemerintah amp wirausaha original post roomsession mediadigital ppkm covid viral fyp news,"['dilematis', 'pemerintah', 'amp', 'wirausaha', 'original', 'post', 'roomsession', 'mediadigital', 'ppkm', 'covid', 'viral', 'fyp', 'news']",dilematis pemerintah amp wirausaha original post roomsession mediadigital ppkm covid viral fyp news,Positif,positive,1.0
2021-02-10 05:03:42+00:00,"Jam Operasional Dibatasi, Pedagang Ngeluh https://t.co/AfA68PL2up #ppkmmikro #ppkm #berita #nusabali #pandemi #COVID19 #JamMalam",nusabalicom,therapy,medium,,DEWASA,MEDIUM,Indicators: dagang,1,2021-02-10,2021,2,10,5,2,jam operasional dibatasi pedagang ngeluh ppkmmikro ppkm berita nusabali pandemi covid jammalam,"['jam', 'operasional', 'dibatasi', 'pedagang', 'ngeluh', 'ppkmmikro', 'ppkm', 'berita', 'nusabali', 'pandemi', 'covid', 'jammalam']",jam operasional dibatasi pedagang ngeluh ppkmmikro ppkm berita nusabali pandemi covid jammalam,Positif,positive,1.0
2021-08-16 23:12:52+00:00,"Dirgahayu negeriku
Cepat pulih bangsaku 
.
@wahyudunung
#Merdeka76
#PPKM
#Indonesiatangguh
#IndonesiaTumbuh
#17an https://t.co/G7n89LbxAW",sahabat_wayang,suicide,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",0,2021-08-16,2021,8,16,23,0,dirgahayu negeriku cepat pulih bangsaku merdeka ppkm indonesiatangguh indonesiatumbuh an,"['dirgahayu', 'negeriku', 'cepat', 'pulih', 'bangsaku', 'merdeka', 'ppkm', 'indonesiatangguh', 'indonesiatumbuh']",dirgahayu negeriku cepat pulih bangsaku merdeka ppkm indonesiatangguh indonesiatumbuh,Netral,neutral,1.0
2021-12-08 15:18:02+00:00,Pemerintah telah membatalkan penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 3 di seluruh Indonesia mulai 24 Desember 2021 hingga 2 Januari 2022 #PPKM https://t.co/uhj1CMyql5,jpnncom,schizophrenia,medium,,DEWASA,HIGH,"Indicators: atasan,pemerintah,masyarakat",1,2021-12-08,2021,12,8,15,2,pemerintah telah membatalkan penerapan pemberlakuan pembatasan kegiatan masyarakat ppkm level di seluruh indonesia mulai desember hingga januari ppkm,"['pemerintah', 'telah', 'membatalkan', 'penerapan', 'pemberlakuan', 'pembatasan', 'kegiatan', 'masyarakat', 'ppkm', 'level', 'seluruh', 'indonesia', 'mulai', 'desember', 'hingga', 'januari', 'ppkm']",pemerintah telah membatalkan penerapan pemberlakuan pembatasan kegiatan masyarakat ppkm level seluruh indonesia mulai desember hingga januari ppkm,Positif,positive,1.0
2021-10-05 12:30:00+00:00,"Langgar Prokes PPKM, Hotel Royal Kuningan Jaksel kena sanksi
#PPKM 
https://t.co/Ku7U2KJUwb",idxchannelcom,therapy,medium,,INDIVIDU_CAMPURAN,LOW,"T:1, A:1",1,2021-10-05,2021,10,5,12,1,langgar prokes ppkm hotel royal kuningan jaksel kena sanksi ppkm,"['langgar', 'prokes', 'ppkm', 'hotel', 'royal', 'kuningan', 'jaksel', 'kena', 'sanksi', 'ppkm']",langgar prokes ppkm hotel royal kuningan jaksel kena sanksi ppkm,Positif,positive,1.0
2021-08-04 15:20:04+00:00,Pelanggar PPKM Level 4 jalani sidang #ppkm https://t.co/rPh2JdC6Mw,voidotid,bipolar,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-08-04,2021,8,4,15,2,pelanggar ppkm level jalani sidang ppkm,"['pelanggar', 'ppkm', 'level', 'jalani', 'sidang', 'ppkm']",pelanggar ppkm level jalani sidang ppkm,Positif,positive,1.0
2021-09-22 14:08:33+00:00,"Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/UAtxJPNWbd",pikobar_jabar,suicide,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-09-22,2021,9,22,14,2,ketahui informasi pembagian ppkm di wilayah jabar berdasarkan level dan di pikodata,"['ketahui', 'informasi', 'pembagian', 'ppkm', 'wilayah', 'jabar', 'berdasarkan', 'level', 'dan', 'pikodata']",ketahui informasi pembagian ppkm wilayah jabar berdasarkan level dan pikodata,Positif,positive,1.0
2021-01-11 07:59:55+00:00,"Mulai hari ini, pemerintah menerapkan PSBB di area Pulau Jawa dan Bali untuk menekan angka penularan Covid-19. PSBB berlangsung selama 14 hari, sampai tanggal 25 Januari 2021.

Tetap jaga protokol kesehatan di manapun #Hortimania berada, ya!

#PSBBJawaBali #PPKM #pakaimasker https://t.co/vHssaymGbw",ditjenhorti,bipolar,medium,mania,DEWASA,MEDIUM,"Indicators: toko,pemerintah",1,2021-01-11,2021,1,11,7,0,mulai hari ini pemerintah menerapkan psbb di area pulau jawa dan bali untuk menekan angka penularan covid psbb berlangsung selama hari sampai tanggal januari tetap jaga protokol kesehatan di manapun hortimania berada ya psbbjawabali ppkm pakaimasker,"['mulai', 'hari', 'ini', 'pemerintah', 'menerapkan', 'psbb', 'area', 'pulau', 'jawa', 'dan', 'bali', 'untuk', 'menekan', 'angka', 'penularan', 'covid', 'psbb', 'berlangsung', 'selama', 'hari', 'sampai', 'tanggal', 'januari', 'tetap', 'jaga', 'protokol', 'kesehatan', 'manapun', 'hortimania', 'berada', 'psbbjawabali', 'ppkm', 'pakaimasker']",mulai hari ini pemerintah menerapkan psbb area pulau jawa dan bali untuk menekan angka penularan covid psbb berlangsung selama hari sampai tanggal januari tetap jaga protokol kesehatan manapun hortimania berada psbbjawabali ppkm pakaimasker,Positif,positive,1.0
2021-07-16 11:13:01+00:00,"#COVID19 #COVID #Covid_19 #NEWS #newstoday #beritaViral #BeritaTerkini #berita #Viral #viralterbaru #viral2021 #bansos #PPKMSolusiLawanCovid #PPKMDarurat #PPKM #PPKMDaruratBerantasCovid #PPKMDaruratBerdampakBaik #PPKMdaruratDemiRakyat #ppkmpontianak 
https://t.co/ziIkg27Ubi",tribunpontianak,suicide,medium,,DEWASA,MEDIUM,"Indicators: rakyat,bansos",1,2021-07-16,2021,7,16,11,4,covid covid covid news newstoday beritaviral beritaterkini berita viral viralterbaru viral bansos ppkmsolusilawancovid ppkmdarurat ppkm ppkmdaruratberantascovid ppkmdaruratberdampakbaik ppkmdaruratdemirakyat ppkmpontianak,"['covid', 'covid', 'covid', 'news', 'newstoday', 'beritaviral', 'beritaterkini', 'berita', 'viral', 'viralterbaru', 'viral', 'bansos', 'ppkmsolusilawancovid', 'ppkmdarurat', 'ppkm', 'ppkmdaruratberantascovid', 'ppkmdaruratberdampakbaik', 'ppkmdaruratdemirakyat', 'ppkmpontianak']",covid covid covid news newstoday beritaviral beritaterkini berita viral viralterbaru viral bansos ppkmsolusilawancovid ppkmdarurat ppkm ppkmdaruratberantascovid ppkmdaruratberdampakbaik ppkmdaruratdemirakyat ppkmpontianak,Positif,positive,1.0
2021-08-07 12:32:35+00:00,Kata mas bas bungkam terpaksa #StayHome #PPKM #noenjoy,elfasurya,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",2,2021-08-07,2021,8,7,12,5,kata mas bas bungkam terpaksa stayhome ppkm noenjoy,"['kata', 'mas', 'bas', 'bungkam', 'terpaksa', 'stayhome', 'ppkm', 'noenjoy']",kata mas bas bungkam terpaksa stayhome ppkm noenjoy,Negatif,negative,1.0
2021-10-19 11:39:01+00:00,Prediksi hari ini Hongkong 19 Oktober 2021 #ppkm #PPkritt #ppkmlevel2 #PPK https://t.co/8q43acwk16,angka_hoki,schizophrenia,medium,,REMAJA,MEDIUM,Indicators: pr,1,2021-10-19,2021,10,19,11,1,prediksi hari ini hongkong oktober ppkm ppkritt ppkmlevel ppk,"['prediksi', 'hari', 'ini', 'hongkong', 'oktober', 'ppkm', 'ppkritt', 'ppkmlevel', 'ppk']",prediksi hari ini hongkong oktober ppkm ppkritt ppkmlevel ppk,Positif,positive,1.0
2021-07-16 11:14:10+00:00,"#COVID19 #COVID #Covid_19 #NEWS #newstoday #beritaViral #BeritaTerkini #berita #Viral #viralterbaru #viral2021 #MUI #IduladhaDiRumah #iduladha #EidAlAdha #eiduladha2021 #EidAlAdha2021 #Kurban #PPKMDarurat #PPKM
https://t.co/Sa29nikgS9",tribunpontianak,schizophrenia,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-16,2021,7,16,11,4,covid covid covid news newstoday beritaviral beritaterkini berita viral viralterbaru viral mui iduladhadirumah iduladha eidaladha eiduladha eidaladha kurban ppkmdarurat ppkm,"['covid', 'covid', 'covid', 'news', 'newstoday', 'beritaviral', 'beritaterkini', 'berita', 'viral', 'viralterbaru', 'viral', 'mui', 'iduladhadirumah', 'iduladha', 'eidaladha', 'eiduladha', 'eidaladha', 'kurban', 'ppkmdarurat', 'ppkm']",covid covid covid news newstoday beritaviral beritaterkini berita viral viralterbaru viral mui iduladhadirumah iduladha eidaladha eiduladha eidaladha kurban ppkmdarurat ppkm,Positif,positive,1.0
2021-01-30 01:54:14+00:00,"Pemberlakuan Pembatasan Kegiatan Masyarakat tgl 26 Januari 2021 sampai 8 Februari 2021 Kabupaten Karanganyar .

#ppkm 
#Kabupatenkaranganyar https://t.co/ea7wm1dXhZ",karanganyarkab,suicide,medium,,DEWASA,MEDIUM,"Indicators: atasan,masyarakat",1,2021-01-30,2021,1,30,1,5,pemberlakuan pembatasan kegiatan masyarakat tgl januari sampai februari kabupaten karanganyar ppkm kabupatenkaranganyar,"['pemberlakuan', 'pembatasan', 'kegiatan', 'masyarakat', 'tgl', 'januari', 'sampai', 'februari', 'kabupaten', 'karanganyar', 'ppkm', 'kabupatenkaranganyar']",pemberlakuan pembatasan kegiatan masyarakat tgl januari sampai februari kabupaten karanganyar ppkm kabupatenkaranganyar,Positif,positive,1.0
2021-07-25 02:42:12+00:00,"Selengkapnya kajian dapat diakses melalui:
https://t.co/QB8u3SvW2p
https://t.co/QB8u3SvW2p

#ppkm
#ppkmdarurat",BEMFHUNPAD,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-25,2021,7,25,2,6,selengkapnya kajian dapat diakses melalui ppkm ppkmdarurat,"['selengkapnya', 'kajian', 'dapat', 'diakses', 'melalui', 'ppkm', 'ppkmdarurat']",selengkapnya kajian dapat diakses melalui ppkm ppkmdarurat,Positif,positive,1.0
2021-07-19 12:56:18+00:00,"#PPKM versi anak kosan check. Pokoknya selama pake smartfren Gokil MAX 4G selama 24 Jam full, fix ga khawatir lagi lelet!⚡ #KuyBisa #IniBaruGokil #RejekiWow @smartfrenworld

https://t.co/Hyvr843mby",Reginasinaga19,anxiety,medium,khawatir,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-19,2021,7,19,12,0,ppkm versi anak kosan check pokoknya selama pake smartfren gokil max g selama jam full fix ga khawatir lagi lelet kuybisa inibarugokil rejekiwow,"['ppkm', 'versi', 'anak', 'kosan', 'check', 'pokoknya', 'selama', 'pake', 'smartfren', 'gokil', 'max', 'selama', 'jam', 'full', 'fix', 'khawatir', 'lagi', 'lelet', 'kuybisa', 'inibarugokil', 'rejekiwow']",ppkm versi anak kosan check pokoknya selama pake smartfren gokil max selama jam full fix khawatir lagi lelet kuybisa inibarugokil rejekiwow,Positif,positive,1.0
2021-11-28 17:20:40+00:00,@Nicho_Silalahi Takut kena #PPKM season 3bang,SandalCepit12,schizophrenia,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",2,2021-11-28,2021,11,28,17,6,takut kena ppkm season bang,"['takut', 'kena', 'ppkm', 'season', 'bang']",takut kena ppkm season bang,Negatif,negative,1.0
2021-07-29 14:26:32+00:00,#ppkm #level3 #kabgorontalo #hulondalo #hulondaloid https://t.co/56U7pbAQnD,HulondaloID,schizophrenia,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-29,2021,7,29,14,3,ppkm level kabgorontalo hulondalo hulondaloid,"['ppkm', 'level', 'kabgorontalo', 'hulondalo', 'hulondaloid']",ppkm level kabgorontalo hulondalo hulondaloid,Positif,positive,1.0
2021-11-02 10:25:58+00:00,"serta untuk meringankan beban bagi pekerja di masa pandemi covid-19.

#PPKM
#DisnakertransDIY
#TenagaKerja
#JogjaIstimewa",nakertransdiy,stress,medium,beban,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-11-02,2021,11,2,10,1,serta untuk meringankan beban bagi pekerja di masa pandemi covid ppkm disnakertransdiy tenagakerja jogjaistimewa,"['serta', 'untuk', 'meringankan', 'beban', 'bagi', 'pekerja', 'masa', 'pandemi', 'covid', 'ppkm', 'disnakertransdiy', 'tenagakerja', 'jogjaistimewa']",serta untuk meringankan beban bagi pekerja masa pandemi covid ppkm disnakertransdiy tenagakerja jogjaistimewa,Positif,positive,1.0
2021-12-06 14:09:22+00:00,"Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/HRTW779XRg",pikobar_jabar,suicide,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-12-06,2021,12,6,14,0,ketahui informasi pembagian ppkm di wilayah jabar berdasarkan level dan di pikodata,"['ketahui', 'informasi', 'pembagian', 'ppkm', 'wilayah', 'jabar', 'berdasarkan', 'level', 'dan', 'pikodata']",ketahui informasi pembagian ppkm wilayah jabar berdasarkan level dan pikodata,Positif,positive,1.0
